Title,Product Link,Image URL,Rating,Ratings & Reviews,Price,Original Price,Discount,Key Features,Exchange Offer,Bank Offer,Timestamp
HP 14s Intel Core i3 10th Gen 1005G1 - (4 GB/1 TB HDD/Windows 10 Home) 14s-cf3006TU Thin and Light Lap...,https://www.flipkart.com/hp-14s-intel-core-i3-10th-gen-1005g1-4-gb-1-tb-hdd-windows-10-home-14s-cf3006tu-thin-light-laptop/p/itm41990d8b29ed1?pid=COMFSFNVGZ5F4SRP&lid=LSTCOMFSFNVGZ5F4SRPN9NUQZ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_386&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMFSFNVGZ5F4SRP.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/k7nnrm80/computer/x/u/u/hp-na-thin-and-light-laptop-original-imafpue5fbugadmu.jpeg?q=70,3.8,"1,177 Ratings & 180 Reviews","₹39,699","₹43,990",9% off,"['Intel Core i3 Processor (10th Gen)', '4 GB DDR4 RAM', '64 bit Windows 10 Operating System', '1 TB HDD', '35.56 cm (14 inch) Display', 'Microsoft Office Home and Student 2019', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:02
Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Ch...,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os-82w00004ha/p/itm1ae5f82096ad9?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAR749MF&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_387&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnMa1q0XAK_SUQODLyK-o2xQ7NGitmIv19gMwKdvIp7F104IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.9,346 Ratings & 33 Reviews,"₹9,499","₹16,298",41% off,"['MediaTek Kompanio 520 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹8,700
 Off on Exchange",Bank Offer,2025-07-21 19:13:02
HP Chromebook Intel Celeron Dual Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0506TU Chromeb...,https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4120-4-gb-64-gb-emmc-storage-chrome-os-14a-ca0506tu/p/itmb2e03ff1f9366?pid=COMGBHKFAYHEMVAT&lid=LSTCOMGBHKFAYHEMVATTMWBVX&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_388&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnMYj1NKQuKo8kvIpI5erROTDCjsPj5zGuR77J0ugOtXAYQEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/c/f/-original-imah4sspuxggtusq.jpeg?q=70,3.9,"1,931 Ratings & 158 Reviews","₹17,990","₹32,295",44% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4 RAM', '64 bit Chrome Operating System', '35.56 cm (14 Inch) Touchscreen Display', '1 Year Onsite Warranty']","Upto 
₹17,000
 Off on Exchange",Bank Offer,2025-07-21 19:13:03
HP AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/8 GB Graphics) 15s- eq2182AU Thin and Ligh...,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-8-gb-512-gb-ssd-windows-11-home-8-graphics-15s-eq2182au-thin-light-laptop/p/itmcee05fbc399c5?pid=COMH9CANZHYKB9ER&lid=LSTCOMH9CANZHYKB9ERBTZUOG&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_389&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMH9CANZHYKB9ER.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/j/x/15s-eq2182au-thin-and-light-laptop-hp-original-imah9c8h2jf2yzqe.jpeg?q=70,,,"₹40,890","₹59,990",31% off,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', 'Windows 11 Home Operating System', '512 GB SSD', '100.64 cm (39.62156 inch) Touchscreen Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:03
HP Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fy5005TU Thin and Light Laptop,https://www.flipkart.com/hp-intel-core-i3-12th-gen-1215u-8-gb-1-tb-ssd-windows-11-home-15s-fy5005tu-thin-light-laptop/p/itm7b71c9ba3b88a?pid=COMGQY48TZHH3TUF&lid=LSTCOMGQY48TZHH3TUFPJ9NWR&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_390&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMGQY48TZHH3TUF.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/o/r/-original-imagykgpmkuzk2hh.jpeg?q=70,4,26 Ratings & 3 Reviews,"₹45,000","₹53,000",15% off,"['Intel Core i3 Processor (12th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:03
ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0...,https://www.flipkart.com/asus-chromebook-cx14-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1405cka-nk0154/p/itmdf634cde7dec2?pid=COMHDDZ7PYJZSGUZ&lid=LSTCOMHDDZ7PYJZSGUZKERLBX&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_391&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnMUJYLUi-yF3bZg0hEfNu8yxbB5WYMNK_jZ2vyovaMA9EKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/i/m/-original-imahdh2st3kwr6qc.jpeg?q=70,4.4,5 Ratings & 0 Reviews,"₹14,990","₹32,990",54% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', 'MyASUS', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:03
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_392&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnOw3bdur9JTshD5qyb17d0uMvoO_P76pPkPvm8WfUO6tw%3D%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/r/w/gemibook-x-pro-laptop-chuwi-original-imagwfm84fgdm8bv.jpeg?q=70,4.1,696 Ratings & 128 Reviews,"₹18,990","₹34,990",45% off,"['Intel Celeron Quad Core Processor (12th Gen)', '8 GB LPDDR5 RAM', '64 bit Windows 11 Home Operating System', '256 GB SSD', '35.81 cm (14.1 inch) Display', 'WPS Office, Operating System Software', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:04
HP Pavilion Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0084TU Thin and Ligh...,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-14-ek0084tu-thin-light-laptop/p/itm2d992a923c3e5?pid=COMGHMH6BTV6QVGD&lid=LSTCOMGHMH6BTV6QVGDPOCIW1&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_393&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMGHMH6BTV6QVGD.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/z/f/-original-imahcd9z4yavsb4p.jpeg?q=70,4,40 Ratings & 4 Reviews,"₹69,990","₹89,990",22% off,"['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office Home & Student 2021', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:04
HP Pavilion Plus AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-ew1082TU Thin a...,https://www.flipkart.com/hp-pavilion-plus-ai-pc-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-14-ew1082tu-thin-light-laptop/p/itmbbcd0311d0a00?pid=COMHF2G7JPFA8HWU&lid=LSTCOMHF2G7JPFA8HWUIWWJZN&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_394&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMHF2G7JPFA8HWU.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/q/a/-original-imah3fctgmaeghkf.jpeg?q=70,4.1,9 Ratings & 2 Reviews,"₹87,590","₹1,07,000",18% off,"['Intel Core Ultra 5 Processor', '16 GB LPDDR5X RAM', 'Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:04
HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) fy5008TU Thin and Light Laptop,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-fy5008tu-thin-light-laptop/p/itm8d69b349edfda?pid=COMH8WHXHNUAMKV3&lid=LSTCOMH8WHXHNUAMKV3P42X9P&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_395&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMH8WHXHNUAMKV3.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/k/e/fy5008tu-thin-and-light-laptop-hp-original-imah8ws3yh5cpwx8.jpeg?q=70,4.3,"2,374 Ratings & 170 Reviews","₹49,990","₹65,990",24% off,"['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', 'Windows 11 Home Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Carry-in Warranty']",,Bank Offer,2025-07-21 19:13:04
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light Lap...,https://www.flipkart.com/hp-15s-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0018tu-thin-light-laptop/p/itmb55564db4e9b4?pid=COMGZVGHGYG4A3V2&lid=LSTCOMGZVGHGYG4A3V2EQCFEG&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_396&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMGZVGHGYG4A3V2.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/a/c/-original-imagreh9cuzdgut9.jpeg?q=70,4.2,510 Ratings & 32 Reviews,"₹47,890","₹54,900",12% off,"['Intel Core i3 Processor (13th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:05
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,https://www.flipkart.com/asus-chromebook-intel-celeron-dual-core-n4500-4-gb-128-gb-emmc-storage-chrome-os-cx1500cka-nj0413/p/itmc1d20ec9ce589?pid=COMGSHM3XZGQ5MGT&lid=LSTCOMGSHM3XZGQ5MGTME70B6&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_397&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnNiEwQe9h_vDxehgop7xJoFkwBWtDy979jBbv7RAr_lCEhz9c-MSIoFe8xMxkfU6dM%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/n/3/cx1500cka-ej0275-chromebook-asus-original-imah2mw8nykenzdx.jpeg?q=70,3.8,"3,084 Ratings & 273 Reviews","₹16,990","₹32,990",48% off,"['Intel Celeron Dual Core Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:05
Lenovo Yoga Slim 7 Qualcomm Snapdragon X Plus - (32 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 14Q8X9 Th...,https://www.flipkart.com/lenovo-yoga-slim-7-qualcomm-snapdragon-x-plus-32-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm54e8de57bb730?pid=COMH9C7XFM6KJGJK&lid=LSTCOMH9C7XFM6KJGJKPVFXIG&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_398&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnPQiAN-k8jFkhpTTscAUdTkQySfEeX1lX5pUmSntF2rdvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/p/m/-original-imah3ytgpzvxyt7b.jpeg?q=70,,,"₹1,29,190","₹1,95,890",34% off,"['Qualcomm Snapdragon X Plus Processor', '32 GB LPDDR5X RAM', 'Windows 11 Home Operating System', '1 TB SSD', '36.83 cm (14.5 Inch) Touchscreen Display', 'Office Home 2024', '1 Year On-Site Warranty']",,Bank Offer,2025-07-21 19:13:05
HP (Laptop with free bag) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0465TU...,https://www.flipkart.com/hp-laptop-free-bag-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-15-fd0465tu-thin-light-laptop/p/itmd8a5aa8341c99?pid=COMHBZX8ZP38HGQG&lid=LSTCOMHBZX8ZP38HGQGZINMMG&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_399&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMHBZX8ZP38HGQG.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/c/j/notebook-thin-and-light-laptop-hp-original-imahc3fefnhycvbz.jpeg?q=70,,,"₹40,200","₹55,000",26% off,"['Intel Core i3 Processor (13th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Warranty']",,Bank Offer,2025-07-21 19:13:05
HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,https://www.flipkart.com/hp-victus-intel-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15-fa1134tx-gaming-laptop/p/itmd066032884963?pid=COMGTT7EGSCCTUJT&lid=LSTCOMGTT7EGSCCTUJTU0TRVI&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_400&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMGTT7EGSCCTUJT.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/i/q/-original-imahcd99fzzbwfmm.jpeg?q=70,4.1,25 Ratings & 1 Reviews,"₹81,990","₹1,16,990",29% off,"['Intel Core i7 Processor (12th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', 'Microsoft Office Home & Student 2021', '1 Year Onsite Warranty']",,Bank Offer,2025-07-21 19:13:06
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os-82w0001dha/p/itm37ef89935fcd5?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZ6YMQQQ&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_401&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnOGCcFqm1XhWvk5XsaKq-_Hg3hfFs1dODdYTdr4m5lH8mVkv0XZFiOX7bbXdlao_f8%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/f/c/-original-imahd3zwben2yanx.jpeg?q=70,3.8,187 Ratings & 17 Reviews,"₹10,499","₹37,690",72% off,"['MediaTek MediaTek Kompanio 528 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '29.46 cm (11.6 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹9,400
 Off on Exchange",Bank Offer,2025-07-21 19:13:06
Lenovo Chromebook MediaTek Kompanio 520 - (4 GB/128 GB EMMC Storage/Chrome OS) 14M868 Chromebook,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_402&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnPMiT9-Kv0QazyKE7FRF6M-OdYS8Dyvo8CnDyBCsG3EbPcUmN_6PwCReg_VTM4VLxo%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/6/g/-original-imagy3tzbj3xgvu4.jpeg?q=70,3.8,"2,202 Ratings & 197 Reviews","₹13,990","₹28,690",51% off,"['MediaTek Kompanio 520 Processor', '4 GB LPDDR4X RAM', 'Chrome Operating System', '35.56 cm (14 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹11,500
 Off on Exchange",Bank Offer,2025-07-21 19:13:06
HP OMEN 16 AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,https://www.flipkart.com/hp-omen-16-amd-ryzen-7-octa-core-7840hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-16-xf0059ax-gaming-laptop/p/itmbe1c21e28741a?pid=COMGXVU3KGFBYEG3&lid=LSTCOMGXVU3KGFBYEG30GCZTL&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_403&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMGXVU3KGFBYEG3.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/5/w/-original-imahcd9z4snr7ubj.jpeg?q=70,4.4,12 Ratings & 1 Reviews,"₹1,05,590","₹1,44,641",26% off,"['AMD Ryzen 7 Octa Core Processor', '16 GB DDR5 RAM', 'Windows 11 Operating System', '512 GB SSD', '40.89 cm (16.1 inch) Display', '1 Year Onsite warranty']",,Bank Offer,2025-07-21 19:13:07
HP Pavilion Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Lig...,https://www.flipkart.com/hp-pavilion-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-14-dv1000tu-thin-light-laptop/p/itm899171d7dd511?pid=COMG87FPKWXY5FYZ&lid=LSTCOMG87FPKWXY5FYZOAFT1P&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_404&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMG87FPKWXY5FYZ.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/w/q/-original-imahcd9hyzudgcmx.jpeg?q=70,4.2,423 Ratings & 35 Reviews,"₹59,990","₹67,990",11% off,"['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office Home & Student 2019, HP Documentation, HP BIOS recovery, HP Smart', '1 Year onsite Warranty']",,Bank Offer,2025-07-21 19:13:07
HP Professional Intel Core i5 13th Gen -1334U Turbo Boost with Finger Print - (16 GB/1 TB SSD/Windows ...,https://www.flipkart.com/hp-professional-intel-core-i5-13th-gen-1334u-turbo-boost-finger-print-16-gb-1-tb-ssd-windows-11-pro-240-g10-notebook/p/itmf5438070b97db?pid=COMHBYHE6H3ZZXPR&lid=LSTCOMHBYHE6H3ZZXPRFNDCLE&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_405&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMHBYHE6H3ZZXPR.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/b/c/240-g10-notebook-hp-original-imahbyhdhzxynsnj.jpeg?q=70,2,4 Ratings & 0 Reviews,"₹59,700","₹85,000",29% off,"['Intel Core i5 Processor (13th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '1 TB SSD', '35.56 cm (14 inch) Display', 'Operating System, HP Support Assistant, HP PC Hardware Diagnostics', 'DOMESTIC']",,Bank Offer,2025-07-21 19:13:07
HP AMD Ryzen 5 Octa Core 8th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,https://www.flipkart.com/hp-amd-ryzen-5-octa-core-8th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-6gb-3050-15-fb3012ax-gaming-laptop/p/itm9ace437fa2f10?pid=COMHC4HVKQRGNUNU&lid=LSTCOMHC4HVKQRGNUNU9ZKM5N&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_406&otracker=search&fm=organic&iid=5b639e11-c14c-41bf-ad5b-1ec2fa72399b.COMHC4HVKQRGNUNU.SEARCH&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/o/h/victus-15-gaming-laptop-hp-original-imahc4b4vs5fkrf6.jpeg?q=70,,,"₹66,090","₹87,262",24% off,"['AMD Ryzen 5 Octa Core Processor (8th Gen)', '16 GB DDR4 RAM', 'Windows 11 Home Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Warranty']",,Bank Offer,2025-07-21 19:13:08
Lenovo Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home) ...,https://www.flipkart.com/lenovo-slim-5-co-pilot-next-gen-ai-pc-full-metal-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&q=laptop+hp&store=6bo%2Fb5g&srno=s_17_407&otracker=search&fm=organic&iid=en_tRe-qE-pbEpnPJ_4f0rWGJrcPqkQygdsSAA_RkVTEnMg9tCItnJV6vPYGK99BetB603DaCPCEfPh9CiItgBMhvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=8jeqx9f8xs0000001753105378987&qH=afa4496eec6c609d,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/f/s/-original-imahd6dzpmq8aazp.jpeg?q=70,4.1,359 Ratings & 53 Reviews,"₹72,190","₹1,25,890",42% off,"['Snapdragon X Plus Processor', '16 GB LPDDR5X RAM', 'Windows 11 Operating System', '1 TB SSD', '35.56 cm (14 Inch) Display', '1 Year Carry-in Warranty']","Upto 
₹25,000
 Off on Exchange",Bank Offer,2025-07-21 19:13:08
